Age,Gender,Education,Marital_Status,Region,State,Farm_Size,Crop_Type,Livestock_Type,Livestock_Number,Irrigation,Crop_Cycles,Technology_Use,Previous_Loans,Loan_Amount,Repayment_Status,Savings_Behavior,Financial_Access,Annual_Income,Extension_Services,Market_Distance,Yield_Per_Season,Input_Usage,Labor,Loan_Repaid,Credit_Score
30,Female,Secondary,Divorced,South West,Lagos,2.29,Oil Palm,Goats,7,Yes,3,No,No,0,Paid on Time,Yes,No,316528.44,Yes,14.38,106699.66,All,Both,1,56.39
20,Male,Secondary,Married,North East,Gombe,1.96,Maize,Goats,1,No,2,Yes,Yes,472727,Defaulted,No,Yes,350681.14,Yes,3.26,89199.1,None,Family,0,59.09
28,Female,Primary,Single,North East,Borno,1.17,Groundnut,Cattle,14,Yes,2,No,No,0,Defaulted,Yes,No,381100.81,Yes,12.11,138729.8,All,Hired,0,26.44
34,Female,Primary,Married,South South,Delta,2.51,Cassava,None,0,Yes,1,No,No,0,Paid on Time,No,Yes,233851.21,No,17.67,179157.31,All,Family,1,53.37
22,Male,Secondary,Single,North West,Jigawa,1.42,Millet,None,0,No,1,No,No,0,Paid on Time,No,Yes,191564.82,No,7.69,102641.89,All,Family,1,62.29
25,Female,Tertiary,Single,North East,Taraba,3.38,Millet,None,0,No,1,Yes,No,0,Paid on Time,Yes,Yes,347319.66,Yes,14.32,83520.63,All,Family,1,49.44
21,Female,Primary,Single,North Central,Nassarawa,2.45,Soybeans,Cattle,10,No,3,No,No,0,Paid on Time,Yes,Yes,417093.08,Yes,10.03,175414.26,Some,Family,1,73.08
31,Female,Tertiary,Married,North Central,Nassarawa,2.81,Cassava,None,0,No,3,No,Yes,345766,Paid on Time,Yes,No,329601.21,Yes,7.74,119083.0,None,Family,1,68.18
26,Male,Secondary,Married,South South,Rivers,2.93,Rice,None,0,No,2,Yes,Yes,132901,Late,Yes,No,207772.36,Yes,1.74,123941.63,Some,Family,0,46.52
25,Male,Primary,Married,South West,Oyo,1.87,Oil Palm,None,0,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,212740.55,No,16.16,210400.97,All,Hired,1,85.27
35,Male,Secondary,Single,North East,Borno,1.57,Cowpea,None,0,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,273520.03,No,14.98,242879.54,All,Family,1,57.81
32,Male,Primary,Single,South South,Rivers,1.43,Vegetables,Poultry,18,No,2,No,No,0,Paid on Time,No,Yes,371659.37,Yes,9.89,218432.54,None,Family,1,43.4
31,Male,Primary,Married,North East,Borno,1.43,Sesame,Goats,9,No,1,Yes,No,0,Paid on Time,No,Yes,340257.52,No,12.52,163754.67,All,Family,1,73.96
34,Female,Secondary,Divorced,South West,Lagos,2.1,Maize,Pigs,4,No,3,Yes,No,0,Paid on Time,Yes,Yes,279955.5,No,10.26,94192.58,All,Both,1,57.16
25,Female,Primary,Single,North Central,FCT,2.18,Cassava,Pigs,11,No,3,No,Yes,72474,Paid on Time,Yes,Yes,153736.6,Yes,10.0,192865.19,Some,Family,1,81.12
22,Female,Secondary,Married,South West,Ondo,1.79,Cassava,Pigs,2,Yes,1,Yes,Yes,124992,Defaulted,No,Yes,190586.46,No,12.75,206543.47,None,Family,0,20.23
20,Male,Tertiary,Single,South West,Ogun,1.59,Plantain,None,0,No,3,Yes,No,0,Late,Yes,Yes,378897.75,Yes,7.84,77406.32,All,Family,0,54.82
31,Female,Secondary,Married,South South,Rivers,2.5,Oil Palm,Poultry,1,Yes,2,No,No,0,Defaulted,Yes,Yes,175169.72,Yes,12.79,237200.51,None,Family,0,45.41
29,Male,Primary,Single,North Central,Nassarawa,0.36,Soybeans,Goats,5,No,3,No,Yes,255237,Late,No,Yes,135008.46,No,5.51,192729.82,All,Family,0,52.16
33,Male,Tertiary,Married,South West,Oyo,0.23,Vegetables,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,312041.25,No,17.93,151904.23,All,Both,1,86.19
23,Female,Secondary,Married,South South,Akwa Ibom,1.63,Vegetables,Pigs,5,No,3,Yes,No,0,Defaulted,Yes,Yes,251964.03,Yes,1.02,132969.8,All,Family,0,59.08
24,Male,Secondary,Single,North East,Gombe,1.44,Groundnut,Sheep,4,Yes,3,No,Yes,248470,Paid on Time,No,No,84296.33,No,12.51,188781.18,None,Family,1,89.16
25,Female,Tertiary,Single,North Central,Benue,2.03,Rice,Pigs,10,No,1,Yes,No,0,Late,No,No,370267.02,No,4.79,158213.94,All,Family,0,54.51
21,Female,Secondary,Married,South West,Osun,1.68,Plantain,Pigs,11,No,3,Yes,Yes,61683,Paid on Time,Yes,Yes,245971.45,Yes,4.85,157331.63,None,Hired,1,59.18
34,Female,Secondary,Divorced,North West,Sokoto,1.74,Sorghum,Sheep,9,Yes,1,No,Yes,126566,Late,Yes,No,143812.14,Yes,11.53,214799.88,All,Hired,0,59.27
30,Female,Secondary,Single,South South,Akwa Ibom,4.37,Oil Palm,Pigs,10,No,1,No,Yes,246892,Paid on Time,No,No,163134.98,No,12.95,144886.68,All,Hired,1,62.48
20,Male,Tertiary,Single,North Central,FCT,0.94,Cassava,None,0,Yes,2,Yes,No,0,Late,Yes,Yes,339086.99,Yes,10.57,176450.96,None,Hired,0,53.68
23,Male,Tertiary,Married,South East,Imo,3.1,Cassava,Poultry,4,No,3,Yes,No,0,Paid on Time,No,No,261890.41,No,18.89,154992.48,All,Hired,1,75.95
18,Male,Secondary,Single,South South,Edo,1.67,Rubber,None,0,Yes,3,Yes,No,0,Defaulted,Yes,Yes,368711.87,No,13.81,211632.38,None,Family,0,59.57
31,Male,Secondary,Single,North Central,Kwara,0.24,Maize,Cattle,15,Yes,2,Yes,Yes,124397,Paid on Time,Yes,Yes,215260.05,No,10.43,155936.05,All,Both,1,80.13
32,Male,Secondary,Single,South South,Akwa Ibom,2.97,Oil Palm,None,0,Yes,2,No,No,0,Defaulted,Yes,No,336360.47,No,5.58,125638.95,None,Hired,0,51.25
31,Male,Tertiary,Single,South South,Delta,1.99,Vegetables,Pigs,17,No,3,Yes,Yes,79469,Defaulted,Yes,Yes,316249.85,Yes,7.57,137415.53,None,Hired,0,22.14
24,Female,Secondary,Single,North West,Jigawa,3.97,Groundnut,Sheep,17,Yes,2,No,No,0,Paid on Time,Yes,Yes,166644.5,Yes,13.92,158526.26,None,Family,1,78.29
32,Female,Tertiary,Single,South East,Abia,2.45,Vegetables,Pigs,18,No,2,Yes,Yes,63319,Paid on Time,No,No,369481.61,Yes,9.54,145528.67,Some,Family,1,66.74
35,Male,Secondary,Single,North East,Yobe,2.28,Maize,None,0,No,2,No,No,0,Late,Yes,Yes,437662.41,Yes,14.73,143949.64,None,Family,0,40.52
34,Male,Secondary,Married,South South,Bayelsa,0.74,Vegetables,None,0,No,2,No,Yes,360573,Paid on Time,Yes,Yes,153396.18,No,15.53,153893.29,All,Family,1,65.49
21,Male,Primary,Divorced,North Central,Niger,2.56,Sesame,Poultry,13,No,2,Yes,Yes,399344,Late,No,No,202192.57,No,8.66,61897.56,Some,Both,0,26.37
28,Male,Secondary,Married,North Central,Benue,1.51,Soybeans,Poultry,15,No,1,No,No,0,Paid on Time,Yes,Yes,241975.72,No,9.91,198922.77,All,Both,1,73.65
27,Male,Primary,Single,North Central,FCT,1.73,Rice,Pigs,3,No,3,No,No,0,Late,No,No,233611.05,Yes,16.08,74291.19,None,Family,0,11.61
22,Male,Primary,Single,South West,Lagos,2.72,Vegetables,Poultry,9,No,3,No,No,0,Paid on Time,Yes,Yes,259233.94,No,11.89,105761.69,None,Family,1,68.03
25,Male,Primary,Single,South West,Ogun,0.79,Vegetables,Pigs,1,No,3,Yes,No,0,Paid on Time,Yes,Yes,310440.1,Yes,10.86,156683.94,None,Hired,1,67.44
19,Female,Secondary,Married,North Central,Kwara,2.73,Rice,Cattle,1,No,3,Yes,No,0,Late,No,Yes,330375.79,No,17.15,162767.01,All,Family,0,53.73
20,Male,Primary,Single,South South,Bayelsa,1.05,Rice,Goats,16,No,2,Yes,Yes,198028,Defaulted,Yes,Yes,282323.22,Yes,11.54,173322.8,Some,Family,0,52.75
25,Male,Secondary,Married,North Central,FCT,3.6,Soybeans,Pigs,8,No,1,Yes,Yes,53909,Paid on Time,Yes,No,155614.05,No,8.35,170130.92,None,Family,1,78.76
27,Male,Primary,Married,North Central,Niger,2.43,Cassava,Poultry,14,No,3,No,No,0,Paid on Time,No,No,270992.53,Yes,8.54,50548.29,None,Family,1,76.31
28,Male,Primary,Married,South South,Delta,2.78,Rice,Poultry,16,No,3,No,Yes,291832,Paid on Time,Yes,Yes,272100.81,No,11.88,91801.61,All,Hired,1,48.16
18,Male,Primary,Married,South South,Bayelsa,1.41,Rice,None,0,Yes,2,No,No,0,Paid on Time,Yes,No,212032.62,No,18.05,65725.38,All,Family,1,60.28
31,Female,Secondary,Single,North West,Kaduna,2.27,Beans,Cattle,2,Yes,2,No,No,0,Late,Yes,Yes,311169.41,No,2.16,216448.78,All,Family,0,45.33
25,Male,Tertiary,Single,North West,Kebbi,3.66,Beans,None,0,No,2,Yes,No,0,Late,No,Yes,430109.67,No,8.35,81798.34,Some,Hired,0,10.93
33,Male,Secondary,Divorced,South West,Ondo,2.01,Vegetables,Poultry,1,No,3,No,No,0,Defaulted,No,Yes,207657.08,No,9.24,176631.79,None,Family,0,43.04
31,Male,Secondary,Married,South West,Lagos,-0.27,Maize,Pigs,18,Yes,3,No,No,0,Paid on Time,Yes,Yes,384678.33,Yes,2.95,35280.92,Some,Hired,1,63.3
23,Male,Tertiary,Single,North West,Zamfara,1.78,Sorghum,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,140249.24,No,15.54,200360.46,All,Family,1,58.68
25,Female,Tertiary,Married,North West,Kano,2.08,Maize,Poultry,8,No,1,Yes,Yes,489288,Paid on Time,Yes,Yes,327092.13,Yes,2.74,96838.08,Some,Family,1,84.85
27,Male,Secondary,Single,South South,Delta,2.23,Oil Palm,Poultry,11,No,3,No,Yes,173935,Defaulted,No,Yes,264418.12,Yes,0.15,160719.72,Some,Family,0,38.61
31,Female,Primary,Married,North East,Bauchi,2.76,Maize,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,327992.47,No,6.13,182418.64,None,Family,1,87.33
34,Male,Primary,Married,North West,Zamfara,1.89,Rice,Sheep,1,No,3,Yes,No,0,Late,Yes,Yes,302956.23,Yes,15.71,123620.13,Some,Family,0,56.92
18,Female,Secondary,Married,North East,Taraba,0.43,Groundnut,None,0,No,2,No,No,0,Paid on Time,Yes,Yes,318851.15,Yes,10.13,159423.95,None,Both,1,75.05
35,Male,Tertiary,Single,North Central,Kwara,2.48,Cassava,None,0,Yes,3,No,Yes,302236,Late,Yes,No,448383.38,No,14.93,195637.49,None,Family,0,55.6
27,Female,Primary,Single,North West,Katsina,1.75,Cotton,Cattle,19,No,1,Yes,No,0,Paid on Time,Yes,Yes,417469.71,Yes,6.33,149449.68,None,Hired,1,76.54
35,Male,Tertiary,Single,North Central,Niger,2.48,Soybeans,None,0,Yes,3,Yes,No,0,Paid on Time,Yes,No,272292.62,Yes,13.51,160828.03,All,Family,1,45.33
24,Male,Primary,Single,South East,Ebonyi,3.17,Vegetables,Goats,18,No,2,No,Yes,495171,Late,Yes,Yes,198196.23,No,4.31,117305.15,None,Both,0,41.31
28,Female,Primary,Married,North Central,Niger,2.91,Maize,None,0,Yes,2,Yes,No,0,Defaulted,No,Yes,217577.76,No,1.64,177845.53,None,Family,0,20.51
21,Male,Secondary,Single,South East,Ebonyi,1.5,Rice,Poultry,16,No,3,No,No,0,Paid on Time,No,No,337181.48,No,10.33,17245.9,Some,Family,1,74.47
23,Male,Tertiary,Married,North West,Zamfara,1.37,Maize,None,0,No,2,Yes,No,0,Paid on Time,No,No,259983.24,No,9.39,106999.88,None,Family,1,82.49
19,Male,Tertiary,Single,North West,Sokoto,1.33,Millet,Sheep,20,No,1,No,Yes,214097,Late,Yes,Yes,373178.65,Yes,10.1,170564.45,All,Both,0,19.23
34,Female,Secondary,Married,South South,Rivers,2.69,Cocoa,Pigs,13,No,3,Yes,Yes,103662,Late,No,No,183878.62,No,6.17,92586.16,All,Family,0,36.54
25,Male,Primary,Married,South West,Osun,0.08,Plantain,Goats,9,No,1,Yes,No,0,Paid on Time,Yes,No,309615.68,Yes,13.21,112017.41,None,Family,1,43.1
26,Male,Primary,Married,South West,Lagos,2.41,Cassava,Pigs,18,No,3,No,Yes,414983,Paid on Time,No,Yes,448963.53,Yes,17.83,173365.14,None,Both,1,56.94
33,Male,Primary,Married,South West,Ekiti,2.8,Vegetables,Poultry,8,Yes,1,No,Yes,173405,Paid on Time,Yes,Yes,333763.43,Yes,12.17,154652.87,None,Family,1,40.79
32,Male,Tertiary,Divorced,North West,Jigawa,2.18,Rice,Goats,10,Yes,3,Yes,No,0,Defaulted,Yes,No,233984.29,Yes,4.45,99810.61,Some,Family,0,54.12
35,Female,Secondary,Single,North Central,Nassarawa,1.82,Soybeans,Poultry,4,Yes,3,Yes,Yes,126086,Paid on Time,No,No,201515.14,No,3.94,170568.01,Some,Family,1,87.11
26,Female,Secondary,Single,North Central,Nassarawa,1.87,Cassava,Goats,19,Yes,3,No,No,0,Defaulted,No,Yes,278582.39,No,11.11,115550.35,All,Family,0,54.64
33,Male,Primary,Married,South West,Osun,1.22,Cocoa,Poultry,13,No,1,No,No,0,Defaulted,No,Yes,239532.48,No,12.88,30111.8,Some,Family,0,33.19
27,Female,Primary,Single,South East,Anambra,1.65,Yam,Pigs,13,Yes,3,Yes,Yes,92281,Defaulted,Yes,Yes,195312.15,Yes,8.56,192064.84,None,Family,0,21.15
22,Male,Secondary,Married,North West,Kano,0.86,Millet,Cattle,13,No,2,No,Yes,462498,Defaulted,No,Yes,447580.96,No,11.31,188525.15,Some,Hired,0,53.92
28,Male,Primary,Single,South West,Ondo,3.01,Cassava,None,0,No,2,Yes,No,0,Defaulted,Yes,No,253245.35,No,12.56,203533.0,Some,Family,0,13.5
26,Female,Secondary,Single,South East,Enugu,2.52,Rice,None,0,Yes,2,No,No,0,Paid on Time,No,Yes,362923.82,Yes,12.66,99916.15,Some,Family,1,54.61
23,Male,Tertiary,Single,North Central,Kogi,2.72,Maize,None,0,No,1,Yes,No,0,Paid on Time,Yes,Yes,199623.02,No,13.77,158423.93,Some,Both,1,69.35
27,Male,Primary,Married,South South,Akwa Ibom,1.01,Cassava,Goats,14,No,3,Yes,Yes,396842,Late,Yes,Yes,347716.99,No,3.78,181847.63,All,Both,0,17.19
28,Male,Tertiary,Single,South South,Edo,2.49,Cocoa,Goats,14,No,2,Yes,No,0,Paid on Time,No,Yes,220088.81,No,5.74,220474.9,All,Hired,1,81.66
35,Male,Primary,Divorced,South South,Bayelsa,2.7,Vegetables,Pigs,18,Yes,3,No,No,0,Paid on Time,No,Yes,399441.03,Yes,1.0,165733.93,All,Family,1,61.95
19,Male,Tertiary,Single,South South,Edo,2.47,Plantain,None,0,No,2,No,Yes,156568,Late,Yes,Yes,305171.79,Yes,10.86,113390.37,All,Family,0,33.02
23,Male,Primary,Single,South West,Osun,1.88,Cocoa,Pigs,4,No,2,Yes,Yes,118702,Paid on Time,No,Yes,323988.67,Yes,20.43,222528.79,None,Family,1,53.32
29,Male,Primary,Single,South West,Ekiti,1.23,Cocoa,Pigs,12,No,3,No,Yes,51042,Paid on Time,Yes,Yes,243548.35,No,9.65,124428.12,All,Family,1,71.15
27,Male,Tertiary,Married,South West,Osun,2.26,Cocoa,Pigs,5,Yes,1,No,No,0,Paid on Time,No,Yes,163379.06,No,3.79,176413.5,None,Both,1,84.56
29,Male,Tertiary,Single,North Central,Kogi,2.29,Yam,Cattle,18,No,1,Yes,Yes,247867,Paid on Time,No,Yes,452486.7,Yes,11.71,204125.52,Some,Family,1,55.42
21,Male,Secondary,Single,South East,Imo,2.67,Cassava,Pigs,19,Yes,1,Yes,Yes,160040,Paid on Time,No,No,361494.02,No,16.67,207072.73,Some,Hired,1,62.88
31,Female,Secondary,Single,South West,Ondo,3.03,Cocoa,Pigs,5,No,3,Yes,No,0,Paid on Time,Yes,Yes,290097.37,Yes,16.71,136474.73,Some,Hired,1,50.03
25,Female,Primary,Married,North East,Borno,3.25,Maize,Sheep,10,No,2,No,Yes,418457,Defaulted,Yes,Yes,293942.31,No,8.24,146474.02,Some,Family,0,57.55
18,Male,Secondary,Single,South East,Enugu,2.92,Cassava,None,0,Yes,2,Yes,Yes,67522,Paid on Time,Yes,Yes,434322.89,No,13.03,171082.2,All,Hired,1,64.84
31,Male,Secondary,Married,South East,Ebonyi,0.35,Yam,Poultry,11,No,2,No,Yes,367440,Paid on Time,Yes,Yes,297429.78,No,13.12,166648.62,All,Hired,1,41.13
